"Note_Id"	"Prompt"	"Prompt_Raw"	"SAS_Show_Prompt"	"SAS_Prompt"	"SAS_Prompt_Raw"	"SAS1"	"SAS1_Raw"	"SAS2"	"SAS2_Raw"	"SAS_Refs"	"SAS_Refs_Raw"	"SAS_Cat"	"R_Prompt"	"R_Prompt_Raw"	"R1"	"R1_Raw"	"R2"	"R2_Raw"	"R_Cat"	"R_vs_SAS"	"R_vs_SAS_Raw"	"Tags"
"DS350401"	"Give the syntax for strings."	"Give the syntax for strings."	"Y"	""	""	"Single or double quotes. Macros and macro variables (&apos;%&apos; and &apos;&amp;&apos;) resolve inside double quotes but not single quotes."	"Single or double quotes. Macros and macro variables ('%' and '&') resolve inside double quotes but not single quotes."	""	""	""	""	"base"	"Are single or double quotes preferred?<br><br>How are backslashes inside strings interpreted? Give two common ASCII characters that use a backslash in a string.<br><br>Can strings contain an ASCII null?"	"Are single or double quotes preferred?

How are backslashes inside strings interpreted? Give two common ASCII characters that use a backslash in a string.

Can strings contain an ASCII null?"	"Single or double quotes can be used, but double are preferred. Backslash is used to start an escape sequence."	"Single or double quotes can be used, but double are preferred. Backslash is used to start an escape sequence."	"Base doc says double quotes are preferred (see: <font class=dscode>?Quotes</font>), and character constants usually printed with double quotes with single quotes normally used only to delimit character constants containing double quotes.<br><br>Backslash examples: <font class=dscode>&quot;\n&quot;</font>, <font class=dscode>&quot;\t&quot;</font>, <font class=dscode>&quot;\\&quot;</font>, or to escape quotation marks/back ticks, octal/hex/unicode. Using backslash before an unsupported character is an error.<br><br>Cannot have embedded nulls in strings.<br><br>Raw character constants allowed like in C++ as <font class=dscode>&apos;r&quot;(...)&quot;&apos;</font> with multiple variants on this syntax. (See <font class=dscode>?Quotes</font> for details.)"	"Base doc says double quotes are preferred (see: `?Quotes`), and character constants usually printed with double quotes with single quotes normally used only to delimit character constants containing double quotes.

Backslash examples: `""\n""`, `""\t""`, `""\\""`, or to escape quotation marks/back ticks, octal/hex/unicode. Using backslash before an unsupported character is an error.

Cannot have embedded nulls in strings.

Raw character constants allowed like in C++ as `'r""(...)""'` with multiple variants on this syntax. (See `?Quotes` for details.)"	"base"	""	""	"R_include SAS_include R_base SAS_base"
"DS350832"	"Append shorter vectors to make a longer vector."	"Append shorter vectors to make a longer vector."	"Y"	""	""	""	""	""	""	""	""	"XX"	""	""	"<font class=dscode>c(v1, v2, …)</font>"	"`c(v1, v2, …)`"	""	""	"base"	""	""	"R_include R_base SAS_XX"
"DS351647"	"Read an external file and execute the code in it."	"Read an external file and execute the code in it."	"Y"	"Also give the option that puts the included source in the log."	"Also give the option that puts the included source in the log."	"<font class=dscode>%INCLUDE &apos;file.sas&apos; / SOURCE2;</font>"	"`%INCLUDE 'file.sas' / SOURCE2;`"	""	""	""	""	"base"	""	""	"<font class=dscode>source(&quot;file.R&quot;)</font>"	"`source(""file.R"")`"	""	""	"base"	""	""	"R_include SAS_include R_base SAS_base"
"DS353073"	"GEE analysis"	"GEE analysis"	"Y"	"Give two PROCs."	"Give two PROCs."	"PROC GEE<br>PROC GENMOD with REPEATED statement (previously)"	"PROC GEE
PROC GENMOD with REPEATED statement (previously)"	""	""	""	""	"stat"	""	""	""	""	""	""	"stat"	""	""	"SAS_include R_stat SAS_stat"
"DS353930"	"Put a variable into approximately equal sized bins (not using custom breakpoints)."	"Put a variable into approximately equal sized bins (not using custom breakpoints)."	"Y"	""	""	"No simple function exists. User would have to calculate the cut-points (e.g., in PROC SUMMARY), merge back to the original data set, and bin the variable."	"No simple function exists. User would have to calculate the cut-points (e.g., in PROC SUMMARY), merge back to the original data set, and bin the variable."	""	""	""	""	"base"	""	""	""	""	""	""	"base"	""	""	"SAS_include R_base SAS_base"
"DS358626"	"Specify the file name of graphics output."	"Specify the file name of graphics output."	""	"Change the file name of ODS Statistical Graphics output."	"Change the file name of ODS Statistical Graphics output."	"<font class=dscode>ODS GRAPHICS / IMAGENAME=&apos;myname&apos;;</font><br><br>Note that the file extension (e.g., <font class=dscode>.png</font>) should not be specified in IMAGENAME. This will be added automatically based on the output file type."	"`ODS GRAPHICS / IMAGENAME='myname';`

Note that the file extension (e.g., `.png`) should not be specified in IMAGENAME. This will be added automatically based on the output file type."	""	""	""	""	"ods"	"Assume png format."	"Assume png format."	"<font class=dscode>png(filename, ...)</font>"	"`png(filename, ...)`"	""	""	"plot"	""	""	"R_include SAS_include R_plot SAS_ods"
"DS359168"	"Ordinal logistic regression (proportional odds model)"	"Ordinal logistic regression (proportional odds model)"	"Y"	"Give the relevant PROC(s)."	"Give the relevant PROC(s)."	"PROC LOGISTIC<br><br>If the outcome has two levels, a binary logistic linik function is used. If more than two, a cumulative logit function is used, which is the link for a proportional odds model.<br><br>°Not surprisingly, for ordinal probit regression, it&apos;s the same PROC, just with <font class=dscode>LINK = PROBIT</font>."	"PROC LOGISTIC

If the outcome has two levels, a binary logistic linik function is used. If more than two, a cumulative logit function is used, which is the link for a proportional odds model.

°Not surprisingly, for ordinal probit regression, it's the same PROC, just with `LINK = PROBIT`."	""	""	""	""	"stat"	""	""	"<font class=dscode>MASS::polr</font>. Reference [1] suggests that a numeric test of the proportional odds assumption isn&apos;t implemented.<br><br>[1]: https://stats.oarc.ucla.edu/r/dae/ordinal-logistic-regression/"	"`MASS::polr`. Reference [1] suggests that a numeric test of the proportional odds assumption isn't implemented.

[1]: https://stats.oarc.ucla.edu/r/dae/ordinal-logistic-regression/"	""	""	"stat"	""	""	"R_include SAS_include R_stat SAS_stat"
"DS361044"	"Rename variables in a data set."	"Rename variables in a data set."	"Y"	""	""	"Use RENAME statement, either within a data step, or as data set option when data set is read in or output.<br><br><font class=dscode>RENAME oldvar=newvar;</font>"	"Use RENAME statement, either within a data step, or as data set option when data set is read in or output.

`RENAME oldvar=newvar;`"	""	""	""	""	"base"	""	""	""	""	""	""	"tidy"	""	""	"SAS_include R_tidy SAS_base"
"DS366934"	"Check whether all expected rows in one data set had a match."	"Check whether all expected rows in one data set had a match."	""	"Give data step syntax that prints message and ends program with an error if record found in <font class=dscode>set1</font> but not <font class=dscode>set2</font>."	"Give data step syntax that prints message and ends program with an error if record found in `set1` but not `set2`."	"<font class=dscode>DATA set3;</font><br><font class=dscode>  MERGE set1 (IN=a) set2 (in=b);</font><br><font class=dscode>  BY patid;</font><br><font class=dscode>  IF a and not b THEN DO;</font><br><font class=dscode>    PUT &apos;ERROR: rec in set1 not in set2&apos; patid=;</font><br><font class=dscode>    ABORT;</font><br><font class=dscode>  END;</font><br><font class=dscode>RUN;</font><br><br>See additional comments on note for doing an outer join. The IN statement causes creation of a temporary 0/1 variable that is 1 if the observation from <font class=dscode>set1</font> is used when making the current observation being processed."	"`DATA set3;`
`  MERGE set1 (IN=a) set2 (in=b);`
`  BY patid;`
`  IF a and not b THEN DO;`
`    PUT 'ERROR: rec in set1 not in set2' patid=;`
`    ABORT;`
`  END;`
`RUN;`

See additional comments on note for doing an outer join. The IN statement causes creation of a temporary 0/1 variable that is 1 if the observation from `set1` is used when making the current observation being processed."	""	""	""	""	"base"	""	""	""	""	""	""	"base"	""	""	"SAS_include R_base SAS_base"
"DS367032"	"Insert special characters in ODS output (e.g., in table title or footnote), etc."	"Insert special characters in ODS output (e.g., in table title or footnote), etc."	"Y"	"Superscript, unicode, give two more useful things.<br><br>In addition to adding characters, what else is the syntax good for?"	"Superscript, unicode, give two more useful things.

In addition to adding characters, what else is the syntax good for?"	"<font class=dscode>ODS ESCAPECHAR=&apos;^&apos;;</font><br><br><font class=dscode>^{SUPER a}</font><br><font class=dscode>^{UNICODE ABCD}</font> or <font class=dscode>^{UNICODE &apos;ABCD&apos;x}</font><br><font class=dscode>^{THISPAGE}</font><br><font class=dscode>^{LASTPAGE}</font>"	"`ODS ESCAPECHAR='^';`

`^{SUPER a}`
`^{UNICODE ABCD}` or `^{UNICODE 'ABCD'x}`
`^{THISPAGE}`
`^{LASTPAGE}`"	"The syntax can also perform inline styling. For example, you can italicize selected text in a table footnote."	"The syntax can also perform inline styling. For example, you can italicize selected text in a table footnote."	""	""	"ods"	""	""	""	""	""	""	"XTBD_display"	""	""	"SAS_include R_XTBD_display SAS_ods"
"DS372492"	"Give comparison operators."	"Give comparison operators."	"Y"	"For equals, &lt;, &lt;=, &gt;, &gt;=<br><br>Can ignore operators for truncating string before comparison in this note."	"For equals, <, <=, >, >=

Can ignore operators for truncating string before comparison in this note."	"var1 = var2    (var1 EQ var2)<br>var1 &lt; var2    (var1 LT var2)<br>var1 &lt;= var2  (var1 LE var2)<br>var1 &gt; var2    (var1 GT var2)<br>var1 &gt;= var2 (var1 GE var2)"	"var1 = var2    (var1 EQ var2)
var1 < var2    (var1 LT var2)
var1 <= var2  (var1 LE var2)
var1 > var2    (var1 GT var2)
var1 >= var2 (var1 GE var2)"	""	""	""	""	"base"	""	""	"<font class=dscode>==</font>, <font class=dscode>!=</font><br><font class=dscode>&lt;</font>, <font class=dscode>&lt;=</font><br><font class=dscode>&gt;</font>, <font class=dscode>&gt;=</font>"	"`==`, `!=`
`<`, `<=`
`>`, `>=`"	""	""	"base"	""	""	"R_include SAS_include R_base SAS_base"
"DS377972"	"Are boolean conjunctions short-circuited?<br><br>(Short-circuiting means that if the first expression in the conjunction is true, and the conjunction is &apos;or&apos;, then the 2nd part is not evaluated, and similarly, if the first part is false and the conjunction is &apos;and&apos;, the expression is not evaluated.)"	"Are boolean conjunctions short-circuited?

(Short-circuiting means that if the first expression in the conjunction is true, and the conjunction is 'or', then the 2nd part is not evaluated, and similarly, if the first part is false and the conjunction is 'and', the expression is not evaluated.)"	"Y"	""	""	"They might be, but it&apos;s not guaranteed, so the behavior should not be relied on."	"They might be, but it's not guaranteed, so the behavior should not be relied on."	""	""	""	""	"base"	""	""	"Yes, for <font class=dscode>&amp;&amp;</font> and <font class=dscode>||</font> (which work on length-1 vectors), no for the element-wise <font class=dscode>&amp;</font> and <font class=dscode>|</font>, even when vector is length-1."	"Yes, for `&&` and `||` (which work on length-1 vectors), no for the element-wise `&` and `|`, even when vector is length-1."	"<font class=dscode>&gt; if (TRUE || stop(&quot;foo&quot;)) 3</font><br><font class=dscode>[1] 3</font><br><font class=dscode>&gt; if (TRUE | stop(&quot;foo&quot;)) 3</font><br><font class=dscode>Error: foo</font>"	"`> if (TRUE || stop(""foo"")) 3`
`[1] 3`
`> if (TRUE | stop(""foo"")) 3`
`Error: foo`"	"base"	""	""	"R_include SAS_include R_base SAS_base"
"DS380389"	"What is the syntax for a static variable of a function? Recall a static variable maintains its (possibly updated) value across function calls."	"What is the syntax for a static variable of a function? Recall a static variable maintains its (possibly updated) value across function calls."	"Y"	"Give answer for both macros and functions defined with PROC _____."	"Give answer for both macros and functions defined with PROC _____."	"For macros, there is no such equivalent.<br><br>For functions defined with PROC FCMP, there is a STATIC statement."	"For macros, there is no such equivalent.

For functions defined with PROC FCMP, there is a STATIC statement."	""	""	""	""	"macro"	""	""	"R has no such equivalent to C++ static variables."	"R has no such equivalent to C++ static variables."	"To get similar functionality, one could define a variable in a parent environment and refer to it inside the function, but of course this starts to get messy for the usual global-variable reasons."	"To get similar functionality, one could define a variable in a parent environment and refer to it inside the function, but of course this starts to get messy for the usual global-variable reasons."	"base"	""	""	"R_include SAS_include R_base SAS_macro"
"DS381976"	"What control flow syntax is available in the macro language?"	"What control flow syntax is available in the macro language?"	"Y"	"Is it identical to a data step?<br>Ignore goto-like statements and those for returning from the macro.<br><br>Are any of these allowed in open code (as of relatively recent software releases)?"	"Is it identical to a data step?
Ignore goto-like statements and those for returning from the macro.

Are any of these allowed in open code (as of relatively recent software releases)?"	"<font class=dscode>%DO; ...; %END;</font><br><font class=dscode>%DO i=1 %TO n; ...; %END;</font><br><font class=dscode>%DO %WHILE(cond); ...; %END;</font><br><font class=dscode>%DO %UNTIL(cond); ...; %END;</font><br><font class=dscode>%IF ... %THEN ... %ELSE ...;</font><br><br>Note that this isn&apos;t all the control-flow statements from the data step. For example, <font class=dscode>SELECT ... WHEN ... OTHERWISE</font> has no macro equivalent."	"`%DO; ...; %END;`
`%DO i=1 %TO n; ...; %END;`
`%DO %WHILE(cond); ...; %END;`
`%DO %UNTIL(cond); ...; %END;`
`%IF ... %THEN ... %ELSE ...;`

Note that this isn't all the control-flow statements from the data step. For example, `SELECT ... WHEN ... OTHERWISE` has no macro equivalent."	"<font class=dscode>%IF ... %THEN ... %ELSE ...;</font> - allowed in open code as of software version &apos;SAS9.4M5&apos; (2017-)<br><font class=dscode>%DO; ... %END;</font> - also allowed in open code, only when used with the above"	"`%IF ... %THEN ... %ELSE ...;` - allowed in open code as of software version 'SAS9.4M5' (2017-)
`%DO; ... %END;` - also allowed in open code, only when used with the above"	""	""	"macro"	""	""	""	""	""	""	"XS"	""	""	"SAS_include R_XS SAS_macro"
